0.0,-38.37058971781702
0.1,-40.14673524286946
0.2,-41.92287108869468
0.30000000000000004,-43.69899822010505
0.4,-45.47511748700919
0.5,-47.251229638864864
0.6,-49.02733533758601
0.7,-50.80343516895129
0.7999999999999999,-52.579529652532784
0.8999999999999999,-54.35561925027113
0.9999999999999999,-56.13170437387459
1.0999999999999999,-57.90778539118939
1.2,-59.68386263169472
1.3,-61.45993639121767
1.4000000000000001,-63.23600693601691
1.5000000000000002,-65.01207450629269
1.6000000000000003,-66.78813931922389
1.7000000000000004,-68.56420157163508
1.8000000000000005,-70.34026144225524
1.9000000000000006,-72.11631909375262
2.0000000000000004,-73.89237467442418
2.1000000000000005,-75.66842831978963
2.2000000000000006,-77.44448015387476
2.3000000000000007,-79.22053029040755
2.400000000000001,-80.99657883386658
2.500000000000001,-82.7726258803858
2.600000000000001,-84.54867151854575
2.700000000000001,-86.32471583012467
2.800000000000001,-88.10075889071852
2.9000000000000012,-89.8768007703227
3.0000000000000013,-91.65284153381451
3.1000000000000014,-93.42888124143288
3.2000000000000015,-95.20491994918021
3.3000000000000016,-96.98095770916933
3.4000000000000017,-98.75699456998973
3.5000000000000018,-100.53303057694262
3.600000000000002,-102.30906577237367
3.700000000000002,-104.08510019586659
3.800000000000002,-105.86113388448408
3.900000000000002,-107.6371668729686
4.000000000000002,-109.41319919389412
4.100000000000001,-111.18923087786267
4.200000000000001,-112.96526195363306
4.300000000000001,-114.7412924482595
4.4,-116.51732238722994
4.5,-118.29335179455596
4.6,-120.0693806928862
4.699999999999999,-121.84540910360899
4.799999999999999,-123.62143704693885
4.899999999999999,-125.3974645419615
4.999999999999998,-127.17349160678323
